Symbol,Name,Last,MarketCap,Sector,Industry
LORL,"Loral Space and Communications, Inc.",32.64,1.01E9,Technology,Radio And Television Broadcasting And Communications Equipment
LOVE,The Lovesac Company,15.165,2.2048E8,Consumer Services,Other Specialty Stores
LPCN,Lipocine Inc.,0.4194,1.504E7,Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc.,93.91,7.59E9,Finance,Investment Bankers/Brokers/Service
LPSN,"LivePerson, Inc.",37.36,2.47E9,Technology,Computer Software: Prepackaged Software
LPTH,"LightPath Technologies, Inc.",0.7251,1.874E7,Technology,Semiconductors
LPTX,"LEAP THERAPEUTICS, INC.",1.0597,2.564E7,Health Care,Major Pharmaceuticals
LQDA,"Liquidia Technologies, Inc.",4.4,8.209E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,"Liquidity Services, Inc.",5.8,1.9654E8,Miscellaneous,Business Services
LRCX,Lam Research Corporation,297.89,4.322E10,Technology,Industrial Machinery/Components
LSBK,"Lake Shore Bancorp, Inc.",15.25,9.063E7,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation,19.43,2.6E9,Technology,Semiconductors
LSTR,"Landstar System, Inc.",113.44,4.48E9,Transportation,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation,48.155,1.523E10,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,48.6589,1.539E10,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,48.12,1.522E10,Consumer Services,Broadcasting
LTBR,Lightbridge Corporation,4.87,1.584E7,Consumer Services,Professional Services
LTRPA,"Liberty TripAdvisor Holdings, Inc.",7.37,5.5333E8,Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",7.25,5.4432E8,Technology,EDP Services
LTRX,"Lantronix, Inc.",3.72,8.579E7,Technology,Computer Communications Equipment
LULU,lululemon athletica inc.,233.42,3.041E10,Consumer Non-Durables,Apparel
LUNA,Luna Innovations Incorporated,7.38,2.2262E8,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LVGO,"Livongo Health, Inc.",25.22,2.38E9,Technology,"Computer Software: Programming, Data Processing"
LWAY,"Lifeway Foods, Inc.",2.03,3.189E7,Consumer Non-Durables,Packaged Foods
LX,LexinFintech Holdings Ltd.,15.2,2.67E9,Finance,Finance: Consumer Services
LXRX,"Lexicon Pharmaceuticals, Inc.",4.09,4.3465E8,Health Care,Major Pharmaceuticals
LYFT,"Lyft, Inc.",43.58,1.297E10,Miscellaneous,Business Services
LYL,Dragon Victory International Limited,1.33,1.519E7,Finance,Finance/Investors Services
LYTS,LSI Industries Inc.,6.09,1.5899E8,Consumer Durables,Building Products
MACK,"Merrimack Pharmaceuticals, Inc.",3.19,4.263E7,Health Care,Major Pharmaceuticals
MAGS,Magal Security Systems Ltd.,3.86,8.937E7,Capital Goods,Telecommunications Equipment
MANH,"Manhattan Associates, Inc.",80.68,5.16E9,Technology,Computer Software: Prepackaged Software
MANT,ManTech International Corporation,80.55,3.23E9,Consumer Services,Other Consumer Services
MAR,Marriott International,151.49,4.953E10,Consumer Services,Hotels/Resorts
MARA,"Marathon Patent Group, Inc.",1.05,8250000.0,Miscellaneous,Multi-Sector Companies
MARK,"Remark Holdings, Inc.",0.618,3.032E7,Consumer Services,Telecommunications Equipment
MARPS,Marine Petroleum Trust,1.8797,3760000.0,Energy,Oil & Gas Production
MASI,Masimo Corporation,158.58,8.5E9,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MAT,"Mattel, Inc.",13.295,4.61E9,Consumer Non-Durables,Recreational Products/Toys
MATW,Matthews International Corporation,38.3,1.2E9,Capital Goods,Metal Fabrications
MAYS,"J. W. Mays, Inc.",30.7542,6.199E7,Consumer Services,Building operators
MBCN,Middlefield Banc Corp.,26.7,1.7151E8,Finance,Major Banks
MBII,"Marrone Bio Innovations, Inc.",1.02,1.3607E8,Basic Industries,Agricultural Chemicals
MBIN,Merchants Bancorp,19.36,5.5576E8,Finance,Major Banks
MBINP,Merchants Bancorp,27.29,5.458E7,Finance,Major Banks
MBIO,"Mustang Bio, Inc.",4.1,1.6631E8,Health Care,Major Pharmaceuticals
MBOT,Microbot Medical Inc. ,10.34,4.454E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,"Moleculin Biotech, Inc.",0.9202,4.208E7,Health Care,Major Pharmaceuticals
MBUU,"Malibu Boats, Inc.",40.95,8.3804E8,Capital Goods,Marine Transportation
MBWM,Mercantile Bank Corporation,36.28,5.9268E8,Finance,Major Banks
MCBC,Macatawa Bank Corporation,11.11,3.7842E8,Finance,Major Banks
MCBS,"MetroCity Bankshares, Inc.",17.64,4.5035E8,Finance,Major Banks
MCEP,"Mid-Con Energy Partners, LP",0.28,8630000.0,Energy,Oil & Gas Production
MCFT,"MasterCraft Boat Holdings, Inc.",15.49,2.9205E8,Capital Goods,Marine Transportation
MCHP,Microchip Technology Incorporated,107.6,2.571E10,Technology,Semiconductors
MCHX,"Marchex, Inc.",3.77,1.6247E8,Miscellaneous,Business Services
MCMJ,Merida Merger Corp. I,9.74,1.5946E8,Finance,Business Services
MCMJW,Merida Merger Corp. I,0.45,4700000.0,Finance,Business Services
MCRB,"Seres Therapeutics, Inc.",3.35,2.3454E8,Health Care,Major Pharmaceuticals
MCRI,"Monarch Casino & Resort, Inc.",49.3,8.9145E8,Consumer Services,Hotels/Resorts
MDB,"MongoDB, Inc.",134.33,7.62E9,Technology,Computer Software: Prepackaged Software
MDCA,MDC Partners Inc.,2.84,2.049E8,Technology,Advertising
MDCO,The Medicines Company,84.96,6.79E9,Health Care,Major Pharmaceuticals
MDGL,"Madrigal Pharmaceuticals, Inc.",90.68,1.4E9,Health Care,Major Pharmaceuticals
MDGS,Medigus Ltd.,1.88,7760000.0,Health Care,Medical/Dental Instruments
MDJH,MDJM LTD,2.95,3.434E7,Finance,Real Estate
MDLZ,"Mondelez International, Inc.",54.33,7.823E10,Consumer Non-Durables,Packaged Foods
MDRR,"Medalist Diversified REIT, Inc.",3.5926,1.6170000000000002E7,Consumer Services,Real Estate Investment Trusts
MDRX,"Allscripts Healthcare Solutions, Inc.",9.69,1.57E9,Technology,EDP Services
MDWD,MediWound Ltd.,3.09,8.398E7,Consumer Durables,Specialty Chemicals
MEDP,"Medpace Holdings, Inc.",82.97,2.99E9,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEET,"The Meet Group, Inc.",5.07,3.6357E8,Consumer Services,Advertising
MEIP,"MEI Pharma, Inc.",2.4,2.4427E8,Health Care,Major Pharmaceuticals
MELI,"MercadoLibre, Inc.",610.19,3.033E10,Miscellaneous,Business Services
MEOH,Methanex Corporation,37.55,2.86E9,Basic Industries,Major Chemicals
MERC,Mercer International Inc.,12.36,8.0551E8,Basic Industries,Paper
MESA,"Mesa Air Group, Inc.",8.84,2.8608E8,Transportation,Air Freight/Delivery Services
MESO,Mesoblast Limited,7.83,7.8171E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
METC,"Ramaco Resources, Inc.",3.76,1.5391E8,Energy,Coal Mining
MFIN,Medallion Financial Corp.,7.21,1.7743E8,Finance,Finance: Consumer Services
MFNC,Mackinac Financial Corporation,17.32,1.8617E8,Finance,Major Banks
MFSF,MutualFirst Financial Inc.,39.3,3.3529E8,Finance,Major Banks
MGEE,MGE Energy Inc.,77.68,2.69E9,Energy,Electric Utilities: Central
MGEN,"Miragen Therapeutics, Inc.",0.508,1.771E7,Health Care,Medical Specialities
MGI,"Moneygram International, Inc.",2.06,1.2928999999999999E8,Miscellaneous,Business Services
MGIC,Magic Software Enterprises Ltd.,9.99,4.8879E8,Technology,Computer Software: Prepackaged Software
MGLN,"Magellan Health, Inc.",76.64,1.88E9,Health Care,Hospital/Nursing Management
MGNX,"MacroGenics, Inc.",10.78,5.2777E8,Health Care,Major Pharmaceuticals
MGPI,"MGP Ingredients, Inc.",47.46,8.081E8,Consumer Non-Durables,Beverages (Production/Distribution)
MGRC,McGrath RentCorp,76.59,1.86E9,Technology,Diversified Commercial Services
MGTA,"Magenta Therapeutics, Inc.",15.02,5.8562E8,Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc,19.72,7.2119E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGYR,"Magyar Bancorp, Inc.",12.4,7.218E7,Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",0.835,6.94E7,Finance,Property-Casualty Insurers
MICT,"MICT, Inc.",1.0,1.101E7,Capital Goods,Electrical Products
MIDD,The Middleby Corporation,108.98,6.12E9,Technology,Industrial Machinery/Components
MIK,"The Michaels Companies, Inc.",8.47,1.24E9,Consumer Services,Recreational Products/Toys
MIME,Mimecast Limited,44.23,2.74E9,Technology,Computer Software: Prepackaged Software
MIND,"Mitcham Industries, Inc.",2.87,3.492E7,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",23.94,1.91E7,Technology,Diversified Commercial Services
MINI,"Mobile Mini, Inc.",38.4,1.69E9,Capital Goods,Metal Fabrications
MIRM,"Mirum Pharmaceuticals, Inc.",23.79,5.4693E8,Health Care,Major Pharmaceuticals
MIST,Milestone Pharmaceuticals Inc.,15.85,3.8822E8,Health Care,Major Pharmaceuticals
MITK,"Mitek Systems, Inc.",7.82,3.1956E8,Technology,Computer peripheral equipment
MITO,Stealth BioTherapeutics Corp.,3.1,1.086E8,Health Care,Major Pharmaceuticals
MJCO,Majesco,8.1,3.4882E8,Technology,Computer Software: Prepackaged Software
MKGI,"Monaker Group, Inc.",2.2388,2.909E7,Consumer Services,Transportation Services
MKSI,"MKS Instruments, Inc.",111.83,6.1E9,Capital Goods,Industrial Machinery/Components
MKTX,"MarketAxess Holdings, Inc.",380.25,1.442E10,Finance,Investment Bankers/Brokers/Service
MLAB,"Mesa Laboratories, Inc.",248.99,1.09E9,Capital Goods,Industrial Machinery/Components
MLCO,Melco Resorts & Entertainment Limited,25.13,1.156E10,Consumer Services,Hotels/Resorts
MLHR,"Herman Miller, Inc.",41.41,2.45E9,Consumer Durables,Office Equipment/Supplies/Services
MLND,"Millendo Therapeutics, Inc. ",7.07,1.2471E8,Health Care,Major Pharmaceuticals
MLNT,"Melinta Therapeutics, Inc.",0.5505,7570000.0,Health Care,Major Pharmaceuticals
MLNX,"Mellanox Technologies, Ltd.",117.8,6.54E9,Technology,Semiconductors
MLVF,"Malvern Bancorp, Inc.",23.16,1.7981E8,Finance,Savings Institutions
MMAC,"MMA Capital Holdings, Inc.",31.42,1.8109E8,Finance,Real Estate
MMLP,Martin Midstream Partners L.P.,4.0,1.5545E8,Energy,Oil Refining/Marketing
MMSI,"Merit Medical Systems, Inc.",31.46,1.74E9,Health Care,Medical/Dental Instruments
MMYT,MakeMyTrip Limited,23.54,2.42E9,Consumer Services,Transportation Services
MNCL,Monocle Acquisition Corporation,10.2,2.2726E8,Finance,Business Services
MNDO,MIND C.T.I. Ltd.,2.45,4.854E7,Technology,EDP Services
MNKD,MannKind Corporation,1.3,2.6832999999999997E8,Health Care,Major Pharmaceuticals
MNLO,Menlo Therapeutics Inc.,4.3,1.0313E8,Health Care,Major Pharmaceuticals
MNOV,"MediciNova, Inc.",6.68,2.9286E8,Health Care,Major Pharmaceuticals
MNPR,Monopar Therapeutics Inc.,17.27,1.9884E8,Health Care,Major Pharmaceuticals
MNRO,"Monro, Inc. ",78.92,2.63E9,Consumer Services,Automotive Aftermarket
MNSB,"MainStreet Bancshares, Inc.",23.1,1.9081E8,Finance,Major Banks
MNST,Monster Beverage Corporation,63.7,3.425E10,Consumer Non-Durables,Beverages (Production/Distribution)
MNTA,"Momenta Pharmaceuticals, Inc.",19.32,1.91E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MNTX,"Manitex International, Inc.",5.94,1.1697E8,Technology,Industrial Machinery/Components
MOBL,"MobileIron, Inc.",4.79,5.3663E8,Technology,Computer Software: Prepackaged Software
MOFG,"MidWestOne Financial Group, Inc.",35.88,5.7984E8,Finance,Major Banks
MOGO,Mogo Inc.,2.57,7.07E7,Finance,Finance: Consumer Services
MOHO,ECMOHO Limited,6.18,2.1246E8,Consumer Services,Catalog/Specialty Distribution
MOMO,Momo Inc.,36.28,7.56E9,Technology,Computer Software: Prepackaged Software
MOR,MorphoSys AG,36.02,4.56E9,Health Care,Major Pharmaceuticals
MORF,"Morphic Holding, Inc.",17.06,5.2004999999999994E8,Health Care,Major Pharmaceuticals
MORN,"Morningstar, Inc.",151.3,6.48E9,Finance,Investment Managers
MOSY,"MoSys, Inc.",1.7917,3900000.0,Technology,Semiconductors
MOTS,"Motus GI Holdings, Inc.",2.34,6.738E7,Health Care,Medical/Dental Instruments
MOXC,"Moxian, Inc.",2.17,3.514E7,Technology,"Computer Software: Programming, Data Processing"
MPAA,"Motorcar Parts of America, Inc.",22.1,4.1898E8,Capital Goods,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp,28.47,2.4138E8,Finance,Major Banks
MPVD,Mountain Province Diamonds Inc.,0.8876,1.8652E8,Basic Industries,Precious Metals
MPWR,"Monolithic Power Systems, Inc.",180.01,7.82E9,Technology,Semiconductors
MRAM,"Everspin Technologies, Inc.",5.48,9.626E7,Technology,Semiconductors
MRCY,Mercury Systems Inc,70.99,3.94E9,Capital Goods,Electrical Products
MREO,Mereo BioPharma Group plc,3.21,6.289E7,Health Care,Major Pharmaceuticals
MRIC,"MRI Interventions, Inc.",4.9,7.451E7,Health Care,Medical/Dental Instruments
MRIN,Marin Software Incorporated,1.44,9570000.0,Technology,EDP Services
MRKR,"Marker Therapeutics, Inc.",2.81,1.2847999999999999E8,Health Care,Major Pharmaceuticals
MRLN,Marlin Business Services Corp.,22.01,2.6751999999999997E8,Finance,Major Banks
MRNA,"Moderna, Inc.",19.23,6.41E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,"Marinus Pharmaceuticals, Inc.",2.12,1.8338E8,Health Care,Major Pharmaceuticals
MRSN,"Mersana Therapeutics, Inc.",5.36,2.4285E8,Health Care,Major Pharmaceuticals
MRTN,"Marten Transport, Ltd.",21.51,1.18E9,Transportation,Trucking Freight/Courier Services
MRTX,"Mirati Therapeutics, Inc.",116.21,4.58E9,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,13.48,3.8917E8,Health Care,Major Pharmaceuticals
MRVL,Marvell Technology Group Ltd.,27.375,1.836E10,Technology,Semiconductors
MSBF,MSB Financial Corp.,17.86,9.26E7,Finance,Savings Institutions
MSBI,"Midland States Bancorp, Inc.",28.9,7.0141E8,Finance,Major Banks
MSEX,Middlesex Water Company,62.22,1.08E9,Public Utilities,Water Supply
MSFT,Microsoft Corporation,160.62,1.22534E12,Technology,Computer Software: Prepackaged Software
MSG,The Madison Square Garden Company,297.08,7.1E9,Consumer Services,Services-Misc. Amusement & Recreation
MSON,"MISONIX, Inc.",18.46,2.8346E8,Capital Goods,Medical Specialities
MSTR,MicroStrategy Incorporated,144.31,1.48E9,Technology,Computer Software: Prepackaged Software
MSVB,"Mid-Southern Bancorp, Inc.",13.41,4.737E7,Finance,Savings Institutions
MTBC,"MTBC, Inc.",4.085,4.992E7,Technology,Computer Software: Prepackaged Software
MTBCP,"MTBC, Inc.",26.75,2.486E7,Technology,Computer Software: Prepackaged Software
MTCH,"Match Group, Inc.",84.19,2.36E10,Technology,"Computer Software: Programming, Data Processing"
MTEM,"Molecular Templates, Inc.",13.84,6.0714E8,Health Care,Major Pharmaceuticals
MTEX,"Mannatech, Incorporated",15.7,3.746E7,Consumer Durables,Specialty Chemicals
MTLS,Materialise NV,18.61,9.843E8,Technology,Computer Software: Prepackaged Software
MTP,Midatech Pharma PLC,0.7186,1.688E7,Health Care,Major Pharmaceuticals
MTRX,Matrix Service Company,22.52,6.117E8,Basic Industries,Engineering & Construction
MTSC,MTS Systems Corporation,47.84,9.1568E8,Capital Goods,Industrial Machinery/Components
MTSI,"MACOM Technology Solutions Holdings, Inc.",26.3,1.74E9,Technology,Semiconductors
MTSL,MER Telemanagement Solutions Ltd.,1.09,3920000.0,Public Utilities,Telecommunications Equipment
MU,"Micron Technology, Inc.",55.39,6.138E10,Technology,Semiconductors
MUDS,Mudrick Capital Acquisition Corporation,10.36,2.6936E8,Finance,Business Services
MVBF,MVB Financial Corp.,23.99,2.8367E8,Finance,Major Banks
MVIS,"Microvision, Inc.",0.77,9.569E7,Capital Goods,Industrial Machinery/Components
MWK,"Mohawk Group Holdings, Inc.",5.56,9.847E7,Consumer Durables,Home Furnishings
MXIM,"Maxim Integrated Products, Inc.",62.43,1.689E10,Technology,Semiconductors
MYFW,"First Western Financial, Inc.",16.82,1.3433E8,Finance,Major Banks
MYGN,"Myriad Genetics, Inc.",27.35,2.0299999999999998E9,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYL,Mylan N.V.,20.65,1.066E10,Health Care,Major Pharmaceuticals
MYOK,"MyoKardia, Inc.",71.89,3.32E9,Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,1.22,1.12E7,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",32.43,5.3989E8,Basic Industries,Water Supply
MYSZ,"My Size, Inc.",3.22,6420000.0,Technology,Computer Software: Prepackaged Software
MYT,"Urban Tea, Inc.",0.6217,1.6280000000000002E7,Basic Industries,Major Chemicals
NAII,"Natural Alternatives International, Inc.",7.92,5.677E7,Consumer Durables,Specialty Chemicals
NAKD,Naked Brand Group Limited,1.67,3.7263E8,Consumer Non-Durables,Apparel
NAOV,"NanoVibronix, Inc.",2.85,1.269E7,Health Care,Industrial Specialties
NATH,"Nathan&#39;s Famous, Inc.",71.3,3.0139E8,Consumer Services,Restaurants
NATI,National Instruments Corporation,42.7,5.6E9,Technology,Computer Software: Prepackaged Software
NATR,"Nature&#39;s Sunshine Products, Inc.",9.04,1.7476E8,Health Care,Major Pharmaceuticals
NAVI,Navient Corporation,13.655,3.02E9,Finance,Investment Bankers/Brokers/Service
NBEV,New Age Beverages Corporation,1.79,1.4033E8,Consumer Non-Durables,Beverages (Production/Distribution)
NBIX,"Neurocrine Biosciences, Inc.",108.3,9.97E9,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBL,Noble Energy Inc.,24.13,1.154E10,Energy,Oil & Gas Production
NBLX,Noble Midstream Partners LP,26.6,2.4E9,Energy,Natural Gas Distribution
NBN,Northeast Bank,22.0,1.9926E8,Finance,Major Banks
NBRV,Nabriva Therapeutics plc,1.32,1.0659E8,Health Care,Major Pharmaceuticals
NBSE,"NeuBase Therapeutics, Inc. ",6.9,1.1779E8,Health Care,Major Pharmaceuticals
NBTB,NBT Bancorp Inc.,40.7,1.78E9,Finance,Major Banks
NCBS,Nicolet Bankshares Inc.,73.52,7.7685E8,Finance,Major Banks
NCLH,Norwegian Cruise Line Holdings Ltd.,58.83,1.252E10,Consumer Services,Marine Transportation
NCMI,"National CineMedia, Inc.",7.46,5.9114E8,Consumer Services,Advertising
NCNA,NuCana plc,5.9001,1.9149E8,Health Care,Major Pharmaceuticals
NCSM,"NCS Multistage Holdings, Inc.",2.09,9.784E7,Energy,Oilfield Services/Equipment
NCTY,The9 Limited,0.95,3.01E7,Miscellaneous,Business Services
NDAQ,"Nasdaq, Inc.",107.82,1.767E10,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company,5.4,2.3826E8,Consumer Services,Restaurants
NDRA,ENDRA Life Sciences Inc.,1.9,1.58E7,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation,165.23,9.54E9,Capital Goods,Industrial Machinery/Components
NEBU,Nebula Acquisition Corporation,10.55,3.6266E8,Finance,Business Services
NEO,"NeoGenomics, Inc.",29.05,3.03E9,Health Care,Precision Instruments
NEOG,Neogen Corporation,64.88,3.4E9,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc.,2.03,1.789E7,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",1.45,7.211E7,Health Care,Major Pharmaceuticals
NEPH,"Nephros, Inc.",9.3087,7.413E7,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc.,2.69,2.5077E8,Health Care,Major Pharmaceuticals
NERV,"Minerva Neurosciences, Inc",7.64,2.9815E8,Health Care,Major Pharmaceuticals
NESR,National Energy Services Reunited Corp.,8.92,7.7735E8,Energy,Oilfield Services/Equipment
NETE,"Net Element, Inc.",3.28,1.348E7,Technology,EDP Services
NEWA,"Newater Technology, Inc.",3.131,3.384E7,Basic Industries,Miscellaneous
NEXT,NextDecade Corporation,6.07,7.3311E8,Public Utilities,Oil & Gas Production
NFBK,"Northfield Bancorp, Inc.",16.815,8.2688E8,Finance,Savings Institutions
NFE,New Fortress Energy LLC,14.79,2.48E9,Public Utilities,Oil/Gas Transmission
NFIN,Netfin Acquisition Corp.,9.95,2.5851E8,Finance,Business Services
NFINU,Netfin Acquisition Corp.,10.2,2.3067E8,Finance,Business Services
NFLX,"Netflix, Inc.",329.81,1.4454E11,Consumer Services,Consumer Electronics/Video Chains
NGHC,National General Holdings Corp,22.06,2.5E9,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,25.31,5060000.0,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,25.24,4160000.0,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,25.36,5.579E7,Finance,Property-Casualty Insurers
NGM,"NGM Biopharmaceuticals, Inc.",18.84,1.26E9,Health Care,Major Pharmaceuticals
NH,"NantHealth, Inc.",1.03,1.1394E8,Technology,EDP Services
NHLD,National Holdings Corporation,2.52,3.292E7,Finance,Investment Bankers/Brokers/Service
NHTC,Natural Health Trends Corp.,5.4,6.221E7,Consumer Durables,Consumer Specialties
NICE,NICE Ltd,158.62,9.86E9,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",8.46,6.683E7,Finance,Finance Companies
NIU,Niu Technologies,8.73,6.4896E8,Capital Goods,Auto Manufacturing
NK,"NantKwest, Inc.",3.96,3.8953E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NKSH,"National Bankshares, Inc.",43.6,2.8295E8,Finance,Major Banks
NKTR,Nektar Therapeutics,20.96,3.69E9,Health Care,Major Pharmaceuticals
NLNK,NewLink Genetics Corporation,2.26,8.433E7,Health Care,Major Pharmaceuticals
NLOK,NortonLifeLock Inc.,26.02,1.6219999999999998E10,Technology,Computer Software: Prepackaged Software
NLTX,"Neoleukin Therapeutics, Inc.",11.85,4.5425E8,Health Care,Major Pharmaceuticals
NMCI,Navios Maritime Containers L.P.,2.0387,7.055E7,Transportation,Marine Transportation
NMIH,NMI Holdings Inc,32.27,2.19E9,Finance,Property-Casualty Insurers
NMRD,Nemaura Medical Inc.,3.46,7.2E7,Health Care,Medical/Dental Instruments
NMRK,"Newmark Group, Inc.",12.81,2.3E9,Finance,Real Estate
NNBR,"NN, Inc.",9.21,3.8972E8,Capital Goods,Metal Fabrications
NNDM,Nano Dimension Ltd.,2.55,1.063E7,Technology,Electrical Products
NODK,"NI Holdings, Inc.",16.93,3.7407E8,Finance,Property-Casualty Insurers
NOVN,"Novan, Inc.",3.11,8.308E7,Health Care,Major Pharmaceuticals
NOVT,Novanta Inc.,91.52,3.21E9,Miscellaneous,Industrial Machinery/Components
NPA,New Providence Acquisition Corp.,9.87,2.8376E8,Finance,Business Services
NRC,National Research Corporation,65.8,1.64E9,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRIM,Northrim BanCorp Inc,38.0,2.4851E8,Finance,Savings Institutions
NSEC,"National Security Group, Inc.",15.0,3.797E7,Finance,Life Insurance
NSIT,"Insight Enterprises, Inc.",71.29,2.51E9,Consumer Services,Catalog/Specialty Distribution
NSSC,"NAPCO Security Technologies, Inc.",30.57,5.6487E8,Capital Goods,Telecommunications Equipment
NSTG,"NanoString Technologies, Inc.",27.47,9.8173E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSYS,Nortech Systems Incorporated,5.2181,1.387E7,Capital Goods,Industrial Machinery/Components
NTAP,"NetApp, Inc.",62.77,1.433E10,Technology,Electronic Components
NTCT,"NetScout Systems, Inc.",24.68,1.85E9,Technology,EDP Services
NTEC,Intec Pharma Ltd.,0.4925,1.755E7,Health Care,Major Pharmaceuticals
NTES,"NetEase, Inc.",328.7,4.206E10,Miscellaneous,Business Services
NTGN,"Neon Therapeutics, Inc.",1.15,3.2590000000000004E7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NTGR,"NETGEAR, Inc.",24.94,7.5188E8,Public Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation,13.78,1.2527E8,Capital Goods,Industrial Specialties
NTLA,"Intellia Therapeutics, Inc.",14.58,7.127E8,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,"Nutanix, Inc.",31.88,6.13E9,Technology,Computer Software: Prepackaged Software
NTRA,"Natera, Inc.",33.29,2.58E9,Health Care,Medical Specialities
NTRP,"Neurotrope, Inc.",0.9601,1.255E7,Health Care,Major Pharmaceuticals
NTRS,Northern Trust Corporation,107.58,2.279E10,Finance,Major Banks
NTUS,Natus Medical Incorporated,32.66,1.11E9,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NTWK,NetSol Technologies Inc.,4.13,4.842E7,Technology,Computer Software: Prepackaged Software
NUAN,"Nuance Communications, Inc.",17.855,5.07E9,Technology,Computer Software: Prepackaged Software
NURO,"NeuroMetrix, Inc.",4.3,4210000.0,Health Care,Medical/Dental Instruments
NUVA,"NuVasive, Inc.",77.77,4.05E9,Health Care,Medical/Dental Instruments
NVAX,"Novavax, Inc.",4.49,1.1933E8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCN,Neovasc Inc.,3.88,2.903E7,Health Care,Medical/Dental Instruments
NVCR,NovoCure Limited,76.86,7.61E9,Health Care,Medical/Dental Instruments
NVDA,NVIDIA Corporation,239.91,1.4682E11,Technology,Semiconductors
NVEC,NVE Corporation,71.15,3.4479E8,Technology,Semiconductors
NVEE,"NV5 Global, Inc.",51.7,6.6274E8,Consumer Services,Other Consumer Services
NVFY,"Nova Lifestyle, Inc",1.91,5.319E7,Consumer Durables,Home Furnishings
NVIV,InVivo Therapeutics Holdings Corp.,0.2101,3470000.0,Health Care,Medical/Dental Instruments
NVMI,Nova Measuring Instruments Ltd.,37.95,1.06E9,Capital Goods,Electronic Components
NVUS,"Novus Therapeutics, Inc.",0.6099,7910000.0,Health Care,Major Pharmaceuticals
NWBI,"Northwest Bancshares, Inc.",16.49,1.76E9,Finance,Major Banks
NWFL,Norwood Financial Corp.,39.03,2.4592E8,Finance,Major Banks
NWGI,"Newgioco Group, Inc.",3.95,4.236E7,Technology,Computer Software: Prepackaged Software
NWL,Newell Brands Inc.,19.08,8.08E9,Consumer Non-Durables,Plastic Products
NWLI,"National Western Life Group, Inc.",280.65,1.02E9,Finance,Life Insurance
NWPX,Northwest Pipe Company,33.17,3.2331E8,Basic Industries,Steel/Iron Ore
NWS,News Corporation,14.81,8.71E9,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,14.44,8.49E9,Consumer Services,Newspapers/Magazines
NXGN,"NextGen Healthcare, Inc.",15.81,1.03E9,Technology,EDP Services
NXPI,NXP Semiconductors N.V.,128.54,3.593E10,Technology,Semiconductors
NXST,"Nexstar Media Group, Inc.",115.02,5.31E9,Consumer Services,Broadcasting
NXTC,"NextCure, Inc.",55.68,1.53E9,Health Care,Major Pharmaceuticals
NXTD,NXT-ID Inc.,0.4551,1.359E7,Consumer Services,Diversified Commercial Services
NYMT,"New York Mortgage Trust, Inc.",6.22,1.81E9,Consumer Services,Real Estate Investment Trusts
